Timestamp(ms),Current(uA)
15.09,12.078
15.1,12.034
15.11,12.254
15.12,12.034
15.13,12.210
15.14,12.078
15.15,12.342
15.16,11.990
15.17,12.166
15.18,12.210
15.19,11.990
15.2,12.078
15.21,12.078
15.22,12.034
15.23,11.859
15.24,11.902
15.25,11.815
15.26,11.727
15.27,11.990
15.28,11.683
15.29,11.771
15.3,11.815
15.31,11.990
15.32,11.946
15.33,12.254
15.34,12.210
15.35,12.561
15.36,12.825
15.37,13.220
15.38,13.396
15.39,12.825
15.4,12.517
15.41,12.517
15.42,12.737
15.43,12.474
15.44,12.561
15.45,12.474
15.46,12.430
15.47,12.122
15.48,12.693
15.49,13.220
15.5,13.045
15.51,13.045
15.52,12.561
15.53,12.517
15.54,12.430
15.55,12.342
15.56,12.342
15.57,12.693
15.58,13.089
15.59,13.176
15.6,12.957
15.61,12.693
15.62,12.298
15.63,12.298
15.64,12.605
15.65,12.474
15.66,12.605
15.67,12.825
15.68,13.045
15.69,12.913
15.7,12.605
15.71,12.166
15.72,12.254
15.73,12.561
15.74,12.649
15.75,12.913
15.76,12.913
15.77,12.957
15.78,13.132
15.79,12.517
15.8,12.210
15.81,11.859
15.82,12.034
15.83,13.176
15.84,13.220
15.85,13.220
15.86,13.089
15.87,12.913
15.88,12.869
15.89,12.693
15.9,12.254
15.91,12.166
15.92,12.386
15.93,12.825
15.94,13.089
15.95,13.264
15.96,13.132
15.97,12.517
15.98,12.474
15.99,12.693
16,12.561
16.01,12.825
16.02,12.913
16.03,13.132
16.04,13.308
16.05,13.089
16.06,12.693
16.07,12.517
16.08,12.078
16.09,12.254
16.1,12.386
16.11,12.517
16.12,12.298
16.13,12.430
16.14,12.781
16.15,13.089
16.16,13.132
16.17,12.913
16.18,12.342
16.19,11.946
16.2,11.771
16.21,11.946
16.22,12.430
16.23,12.342
16.24,12.474
16.25,12.957
16.26,12.517
16.27,12.210
16.28,11.946
16.29,11.595
16.3,11.771
16.31,12.034
16.32,12.649
16.33,12.781
16.34,13.220
16.35,12.957
16.36,12.913
16.37,12.649
16.38,12.474
16.39,12.078
16.4,12.517
16.41,13.045
16.42,13.045
16.43,12.869
16.44,12.825
16.45,12.869
16.46,12.605
16.47,12.386
16.48,11.902
16.49,12.342
16.5,12.957
16.51,13.352
16.52,13.308
16.53,13.132
16.54,12.737
16.55,12.561
16.56,12.386
16.57,12.386
16.58,12.605
16.59,13.001
16.6,13.220
16.61,13.132
16.62,12.737
16.63,12.561
16.64,12.605
16.65,12.693
16.66,12.693
16.67,12.825
16.68,13.045
16.69,13.176
16.7,13.440
16.71,12.957
16.72,12.517
16.73,12.605
16.74,12.386
16.75,12.254
16.76,12.693
16.77,12.957
16.78,13.001
16.79,13.045
16.8,12.913
16.81,12.430
16.82,12.386
16.83,12.342
16.84,12.605
16.85,12.737
16.86,12.825
16.87,13.132
16.88,12.957
16.89,12.825
16.9,12.122
16.91,12.034
16.92,12.254
16.93,12.386
16.94,12.430
16.95,12.517
16.96,12.561
16.97,13.001
16.98,12.561
16.99,12.210
